user_id,item_id,rating
1839223,8,4
2334054,8,5
1941240,8,4
162854,8,4
2531988,8,1
999463,8,3
1529450,8,3
1968788,8,4
2255532,8,3
2142184,8,2
1812347,8,5
1018368,8,4
322815,8,4
1856369,8,1
1037392,8,5
622574,8,3
1816191,8,5
2593556,8,4
2109261,8,4
1456297,8,5
857377,8,3
7284,8,5
849362,8,2
351070,8,4
431859,8,5
2543215,8,2
454612,8,3
1893210,8,4
2559707,8,2
119192,8,5
2062925,8,5
136341,8,5
2192675,8,3
1224531,8,4
1862554,8,2
2309547,8,3
2086623,8,3
974823,8,3
1905798,8,4
2281685,8,5
298822,8,2
78143,8,3
2613756,8,3
2339162,8,3
369388,8,2
1789382,8,3
1740208,8,2
2317692,8,4
1942496,8,4
325496,8,1
1578055,8,2
171578,8,1
2137112,8,4
2422218,8,5
1789133,8,4
648625,8,4
1757997,8,2
8121,8,1
1698770,8,3
14422,8,2
1154225,8,2
1311663,8,5
954289,8,1
1477609,8,1
1397103,8,3
2169831,8,5
2034921,8,4
530018,8,3
1386988,8,1
534942,8,5
1901876,8,3
2397626,8,1
2121112,8,5
877521,8,3
1207170,8,2
156552,8,2
464029,8,2
882420,8,4
1182425,8,4
1907278,8,4
611814,8,4
2589307,8,3
1507651,8,3
184199,8,4
1390442,8,4
2607846,8,3
1933210,8,3
991596,8,3
1788245,8,1
1444819,8,1
2057618,8,5
521166,8,1
2237249,8,1
751308,8,4
785190,8,2
591936,8,2
1278671,8,5
133833,8,2
118036,8,3
2537719,8,2
7116,8,1
351934,8,3
1441696,8,3
967584,8,4
3292,8,4
537493,8,5
576528,8,5
358062,8,1
762318,8,5
58235,8,1
1559820,8,3
999362,8,2
2266549,8,5
1826063,8,1
163205,8,3
403212,8,5
161223,8,1
92910,8,2
78487,8,4
1941930,8,3
2360874,8,5
1729683,8,3
2031057,8,5
1357049,8,2
2631060,8,3
254718,8,5
977820,8,4
2487812,8,3
940338,8,4
1737991,8,3
471694,8,2
1230953,8,3
1207796,8,1
525057,8,1
1424050,8,2
2625738,8,5
2164063,8,5
2237381,8,2
2615444,8,3
384710,8,3
2576911,8,4
2257370,8,5
2338727,8,4
2615679,8,1
2486584,8,4
1731876,8,3
2217698,8,5
2019679,8,5
1811844,8,4
1581917,8,2
755557,8,3
1856309,8,4
2208723,8,3
1114552,8,2
1803105,8,2
1939582,8,3
1742993,8,2
942951,8,1
622054,8,3
200261,8,2
1260894,8,3
1274813,8,2
2231367,8,3
2421394,8,3
199788,8,3
2270718,8,1
687317,8,3
530666,8,2
567852,8,4
2132872,8,2
212234,8,5
1739993,8,1
1896483,8,1
45777,8,3
1324845,8,3
2086964,8,5
777795,8,3
2592682,8,1
741977,8,5
1685717,8,3
488083,8,2
81931,8,2
359319,8,4
1256297,8,5
2294812,8,3
1636432,8,5
292308,8,5
2316337,8,4
911617,8,4
1738296,8,5
204978,8,3
1972176,8,1
1764430,8,5
1593431,8,3
2587700,8,3
1207679,8,5
708226,8,3
2332378,8,5
42416,8,1
2637755,8,1
360446,8,4
2142536,8,3
1205074,8,3
2298015,8,5
1825757,8,5
911800,8,5
1830000,8,5
318962,8,3
763193,8,1
2513450,8,4
1207104,8,3
1852888,8,1
1154641,8,2
670878,8,4
1491503,8,5
1556773,8,3
2585513,8,4
423121,8,4
2119848,8,3
2229690,8,2
977825,8,3
2385772,8,3
476496,8,3
1093988,8,1
52631,8,2
364190,8,3
555120,8,3
1007254,8,4
1446927,8,2
1720130,8,4
2104457,8,4
1467206,8,1
2609871,8,1
2418059,8,1
2369179,8,3
1673890,8,5
994565,8,1
2453978,8,2
2438640,8,3
1276027,8,4
755640,8,3
1962892,8,4
1323861,8,4
2268932,8,4
2463963,8,3
1865114,8,2
2392225,8,2
617359,8,5
1229053,8,2
1502807,8,1
1295246,8,2
341068,8,4
1417494,8,2
927324,8,5
753107,8,1
1013341,8,3
2023886,8,3
2551429,8,5
2229877,8,4
201029,8,1
2297136,8,4
1208935,8,5
105416,8,5
659681,8,4
2047761,8,1
2108858,8,5
193010,8,3
2354125,8,2
2157446,8,3
1431515,8,5
1247489,8,1
1857081,8,2
552511,8,5
616656,8,5
1459727,8,4
776073,8,4
1029578,8,4
912455,8,4
406249,8,1
1116113,8,4
2618473,8,4
1728904,8,4
764882,8,1
1182659,8,1
664780,8,5
2537651,8,2
1581512,8,4
2197278,8,4
2092788,8,4
2348522,8,5
1301819,8,5
122019,8,3
837881,8,1
1404964,8,5
2374747,8,3
1756407,8,1
2587524,8,5
1207567,8,5
1766217,8,4
1517800,8,1
2370089,8,5
613072,8,3
1181035,8,5
2109093,8,3
193303,8,4
2463653,8,1
1822020,8,1
1525483,8,2
427967,8,4
1921158,8,3
1020485,8,3
250752,8,1
608051,8,3
1222604,8,3
2337937,8,3
2034306,8,4
475785,8,5
1090296,8,3
242425,8,1
15674,8,5
867134,8,3
1755690,8,5
429317,8,4
1416508,8,4
66585,8,4
1584234,8,3
1589531,8,2
1873716,8,4
1761108,8,3
2061738,8,3
1101266,8,5
951907,8,4
1689443,8,4
172264,8,3
145514,8,1
1741126,8,3
2506010,8,3
1925561,8,3
2637588,8,4
849113,8,1
237272,8,5
1171807,8,3
1652623,8,2
924890,8,4
606742,8,4
2558996,8,4
2360158,8,1
83874,8,4
2094433,8,2
1092025,8,4
2114016,8,4
295393,8,4
2506025,8,4
2608919,8,4
1801373,8,5
2222441,8,3
2519915,8,4
442028,8,2
689080,8,5
1598171,8,5
1202088,8,1
2137288,8,4
453513,8,5
1846094,8,1
1566022,8,4
1273121,8,2
2283101,8,4
168017,8,1
2643067,8,5
265253,8,2
153992,8,4
350771,8,4
323323,8,5
1197271,8,2
2567419,8,3
379935,8,1
1400264,8,5
2393048,8,2
414482,8,2
591434,8,2
876370,8,2
2030979,8,4
1761705,8,4
1793172,8,1
1711213,8,2
1721758,8,5
568603,8,2
2134903,8,4
1650704,8,3
1380317,8,4
649662,8,3
1532623,8,5
2559833,8,5
62449,8,3
1300416,8,4
276493,8,3
699566,8,3
972203,8,2
2578946,8,5
311285,8,1
36646,8,4
2232041,8,4
996935,8,3
1651915,8,2
2045624,8,1
2573134,8,1
1668103,8,1
1293108,8,4
910032,8,1
2273350,8,4
2103053,8,4
1139269,8,4
844028,8,3
459226,8,4
1686715,8,5
2481922,8,1
881304,8,3
1184829,8,3
2208248,8,4
2140917,8,1
1345912,8,1
1467092,8,2
675957,8,3
199159,8,5
726601,8,2
458177,8,4
81437,8,5
1504272,8,4
2366547,8,3
2559066,8,3
199537,8,5
1861500,8,2
2158082,8,4
1570080,8,4
890675,8,2
2440622,8,3
513953,8,4
787192,8,2
862928,8,2
203909,8,1
373433,8,4
450716,8,3
208409,8,4
914296,8,5
1687303,8,3
528802,8,4
2439109,8,5
413013,8,5
1080188,8,5
1672547,8,2
2094968,8,5
1953881,8,5
1469526,8,2
248533,8,3
538267,8,3
2182050,8,5
1391508,8,5
2572321,8,5
1571619,8,1
1167962,8,2
2543090,8,4
205542,8,3
221538,8,5
1259089,8,1
2448660,8,5
2533291,8,1
2502728,8,5
1704311,8,2
2511285,8,5
135736,8,5
1862793,8,1
297100,8,3
1889646,8,2
1966895,8,3
2560047,8,2
187570,8,4
1816448,8,4
2107186,8,5
577616,8,4
445500,8,5
1722840,8,4
2459614,8,4
1944937,8,3
1831393,8,1
218626,8,4
1556715,8,3
2068936,8,3
1281885,8,4
1147575,8,3
1417922,8,3
2003612,8,3
123356,8,3
2313563,8,1
2512986,8,1
1629209,8,4
357826,8,4
787283,8,1
2350196,8,2
769388,8,4
1269095,8,1
2341509,8,2
2578075,8,3
210124,8,2
1988182,8,3
158297,8,1
1818895,8,5
2072345,8,3
1226348,8,5
961453,8,2
292993,8,5
1368404,8,3
969723,8,5
2036576,8,4
1531338,8,3
1679255,8,2
2151421,8,1
1290067,8,1
226577,8,5
982535,8,1
22718,8,5
1859722,8,1
1278662,8,3
525851,8,3
2420054,8,4
1237736,8,1
1305784,8,5
257823,8,1
337376,8,5
1084663,8,3
1718269,8,1
1974527,8,2
1508362,8,1
1455181,8,4
2118461,8,3
1979780,8,2
715968,8,4
1678856,8,3
1595404,8,3
641509,8,5
532515,8,5
2570020,8,5
1547978,8,2
2140471,8,4
2571885,8,1
2289469,8,4
292866,8,4
2280193,8,3
258627,8,4
2006858,8,1
1289712,8,2
1212479,8,5
92533,8,1
1690784,8,1
334185,8,2
1501799,8,1
2553646,8,4
2230222,8,3
1130233,8,1
1491561,8,3
2490948,8,1
873906,8,5
1100109,8,5
402846,8,1
626526,8,1
1712852,8,1
2528236,8,2
1802269,8,4
1467096,8,4
531010,8,4
2316194,8,4
732742,8,4
1836454,8,2
1596876,8,2
2301227,8,3
997969,8,3
1399249,8,3
1533530,8,1
2406705,8,1
1544743,8,3
1204896,8,5
1642361,8,1
1881105,8,5
185816,8,4
303792,8,2
1851089,8,4
298303,8,4
1899679,8,4
2103464,8,5
1242215,8,3
154305,8,5
2378642,8,2
2306002,8,5
513933,8,3
239137,8,1
269850,8,1
1024536,8,2
815688,8,2
2525820,8,2
762363,8,1
1007084,8,5
2237941,8,4
2213786,8,2
1337838,8,1
2520454,8,5
2227427,8,2
583362,8,5
1391818,8,5
2549184,8,5
2172532,8,3
694202,8,3
304566,8,5
779867,8,4
1687095,8,4
933998,8,3
1055620,8,5
359345,8,5
964306,8,3
1347499,8,1
1822947,8,3
663940,8,4
1811676,8,2
1445269,8,5
820393,8,4
2139678,8,5
1695999,8,2
633300,8,4
844515,8,4
1171904,8,2
2076482,8,2
1059038,8,3
1642972,8,4
119790,8,2
2609268,8,2
1377158,8,1
1935729,8,4
776383,8,4
1065867,8,3
2453588,8,5
1552802,8,2
2617594,8,5
446078,8,5
293198,8,5
2163994,8,5
1869213,8,5
2467005,8,2
2118159,8,2
2051123,8,4
2041884,8,2
1297899,8,4
79633,8,1
733491,9,1
1990416,9,4
1160597,9,3
2403785,9,3
1478381,10,3
2213289,10,3
1473206,10,4
1521657,10,2
555770,10,4
258010,10,2
951907,10,4
844028,10,1
339264,10,4
2118461,10,3
2061495,10,3
2080664,10,2
623155,10,3
1572201,11,2
2558212,11,5
2432988,11,3
1600674,11,5
1278132,11,5
1673185,12,3
1027819,12,3
354091,12,4
103619,12,3
1947371,12,5
2080674,12,3
1456837,12,3
2579306,12,3
399376,12,3
1521657,12,2
1132764,12,5
1776165,12,4
1301819,12,3
71594,12,3
139473,12,4
93325,12,4
2098913,12,4
271346,12,3
2102846,12,3
1676752,12,3
453831,12,3
1944012,12,4
2407994,12,3
1561960,12,1
2118461,12,4
1993723,12,3
1298036,12,4
2291170,12,5
1233297,12,3
1750930,12,4
1312746,13,3
2273952,13,5
2557296,13,3
1496219,13,4
2118461,13,5
2351541,14,4
1589531,14,2
201681,14,3
2325595,14,1
1751785,14,3
432476,14,4
1673185,15,3
1919493,15,3
1474804,15,4
2430300,15,4
2107835,15,3
1256090,15,2
2357051,15,4
71594,15,3
141705,15,2
1839967,15,4
1549712,15,2
1084316,15,3
2140471,15,3
2267921,15,4
987507,15,5
945401,15,4
759322,15,4
1672507,15,3
922231,16,3
603277,16,3
2384779,16,2
264160,16,3
1204327,16,2
918897,16,4
903799,16,4
1058639,16,4
765066,16,3
2509902,16,4
1740093,16,4
1643581,16,5
244994,16,3
1724717,16,3
158197,16,4
2535359,16,3
1820960,16,2
1447639,16,3
108871,16,3
84721,16,2
2329261,16,4
137065,16,4
2578541,16,4
2613886,16,5
1093386,16,2
1062852,16,3
869426,16,3
1899913,16,3
2012563,16,4
1119113,16,3
734773,16,3
747909,16,3
2336079,16,3
2338727,16,2
755557,16,3
845103,16,3
1866004,16,2
1573228,16,2
369594,16,5
1571856,16,3
1658716,16,3
2568738,16,3
1996687,16,3
336206,16,4
1652942,16,3
667145,16,4
2637755,16,2
1830000,16,3
2513450,16,3
1446927,16,4
2450244,16,4
1936446,16,1
15402,16,3
2166862,16,4
2557296,16,1
1848148,16,2
526149,16,3
2297136,16,2
1088630,16,4
1841056,16,3
2454575,16,4
658815,16,4
1117152,16,5
90051,16,3
1301819,16,3
866250,16,3
2058253,16,5
932893,16,4
15411,16,4
437881,16,2
1568066,16,3
545664,16,1
914940,16,5
2352463,16,3
295393,16,3
1098511,16,4
2434614,16,3
1444941,16,5
1992734,16,4
860647,16,2
2332058,16,3
1486676,16,4
1104245,16,1
2414895,16,3
441196,16,4
836261,16,2
483495,16,4
844028,16,5
154591,16,3
759289,16,1
2490127,16,3
895443,16,3
306569,16,3
139006,16,4
2137795,16,2
2448660,16,3
947518,16,4
1704311,16,4
1543497,16,3
45656,16,2
1213434,16,4
1152594,16,3
724063,16,4
1664458,16,4
1486851,16,3
1000634,16,3
625594,16,2
1463511,16,4
2321519,16,3
802700,16,3
1345597,16,3
360846,16,2
1713604,16,4
98370,16,4
1296411,16,5
551048,16,2
2118461,16,5
605274,16,3
2141441,16,3
361327,16,3
1298036,16,3
290466,16,5
2047171,16,2
1276711,16,3
2025199,16,4
1233297,16,4
2378532,16,3
2093105,16,3
1152554,16,3
2110645,16,1
2634247,16,2
789449,16,4
2513621,16,2
728311,17,5
1351377,17,3
172622,17,3
2239227,17,3
2053583,17,2
1390950,17,2
252015,17,3
2228032,17,4
1396516,17,2
1128771,17,2
2384855,17,3
1058639,17,4
2632227,17,3
2608988,17,4
1104580,17,2
1771735,17,1
2266721,17,3
2189821,17,3
1620868,17,3
2054944,17,2
390674,17,2
2126327,17,4
2524529,17,3
2386551,17,3
158197,17,2
2503785,17,1
1935746,17,4
1304376,17,4
2535359,17,3
1290767,17,3
1672380,17,3
1350815,17,3
943452,17,2
2020368,17,3
1824845,17,2
2359969,17,5
933248,17,5
255768,17,3
1792607,17,4
144328,17,3
2212725,17,2
1821812,17,3
112165,17,3
935673,17,4
2307557,17,4
1813076,17,2
1445365,17,1
989416,17,2
1316604,17,2
462344,17,3
1510425,17,2
1557095,17,3
697701,17,2
2057826,17,3
2090165,17,2
1240240,17,2
1510839,17,2
280547,17,1
1862554,17,3
1348662,17,5
1489800,17,3
346761,17,2
1886113,17,1
1109899,17,3
391276,17,3
1574003,17,2
291682,17,3
1298147,17,4
2511017,17,3
2107119,17,4
318739,17,3
614246,17,4
950522,17,2
1552309,17,3
1092205,17,3
170957,17,4
1184580,17,3
772659,17,2
131917,17,3
2269750,17,3
365119,17,3
2406529,17,2
1011442,17,3
1494299,17,3
1120505,17,1
87897,17,3
1278055,17,2
807802,17,2
930199,17,2
1290175,17,4
2274195,17,2
1467743,17,4
961855,17,2
2539525,17,3
2165908,17,3
518682,17,3
251421,17,2
1626533,17,3
596759,17,3
734773,17,2
1238210,17,3
1561577,17,2
740475,17,3
1462506,17,4
239992,17,4
878083,17,1
1207796,17,2
2609840,17,2
2286388,17,3
1399177,17,4
1121526,17,4
1808356,17,3
1413269,17,3
178150,17,4
835319,17,2
1640805,17,3
2004994,17,4
727257,17,2
1942761,17,3
1799716,17,2
567852,17,2
1165621,17,2
488148,17,1
1583971,17,3
1020449,17,4
1590815,17,1
1760989,17,4
2568738,17,3
2164718,17,4
976355,17,3
1407114,17,3
2273191,17,4
170901,17,3
845654,17,2
2208454,17,4
616691,17,3
130288,17,2
2402896,17,4
1315536,17,2
306454,17,2
938687,17,3
1839274,17,3
2522212,17,3
2432917,17,3
1369630,17,5
2567323,17,3
2647406,17,4
1639739,17,3
896309,17,3
451309,17,3
227626,17,3
579403,17,3
2222233,17,3
1849338,17,3
1984237,17,4
1701438,17,1
1408249,17,3
1312013,17,3
2557901,17,2
15402,17,3
1484890,17,3
1646956,17,3
1486742,17,1
294454,17,2
753107,17,3
491,17,3
1065873,17,1
1247489,17,2
2454575,17,3
1052942,17,2
2414063,17,3
1706506,17,2
1117152,17,4
1801739,17,4
1116113,17,3
721015,17,3
513575,17,3
1504919,17,2
2315849,17,5
663627,17,3
2378097,17,2
922591,17,2
2370089,17,4
2490539,17,3
749861,17,4
812458,17,3
576059,17,1
2485957,17,4
938590,17,2
2579677,17,4
1149569,17,2
1263062,17,3
1583383,17,5
446027,17,3
2061738,17,2
1459374,17,2
1765294,17,2
1666003,17,4
1536043,17,2
1867405,17,3
449233,17,5
2508573,17,4
2159702,17,3
1454516,17,4
725227,17,5
2427965,17,3
2162957,17,2
2636813,17,4
1899258,17,5
688357,17,3
336957,17,3
497986,17,3
1542341,17,3
1766810,17,1
1519667,17,3
449166,17,1
948798,17,4
817461,17,3
774072,17,3
134211,17,3
1605584,17,4
1190708,17,2
881975,17,2
798957,17,4
1394681,17,1
1041178,17,4
876370,17,3
996942,17,3
299616,17,3
2508263,17,3
987837,17,3
431979,17,2
371369,17,4
883684,17,1
366815,17,3
1510132,17,3
2643914,17,4
495058,17,4
1139145,17,2
720151,17,3
2124309,17,2
1315389,17,2
929679,17,3
510173,17,3
1807988,17,2
1258612,17,3
1254635,17,3
890495,17,2
860972,17,4
1050586,17,2
1912542,17,1
1320629,17,2
199537,17,1
1861500,17,1
1769330,17,3
2016344,17,5
1412691,17,3
526398,17,3
707683,17,4
559664,17,2
2056072,17,4
2246061,17,3
1101036,17,3
2111335,17,5
1604716,17,3
2125551,17,2
909763,17,3
2384177,17,3
1534594,17,3
950421,17,1
383067,17,2
365166,17,1
857524,17,5
745921,17,3
106493,17,3
377109,17,1
2201302,17,4
2501699,17,4
880609,17,4
34408,17,2
1528881,17,4
1831385,17,2
48630,17,3
2091132,17,3
533067,17,4
1341710,17,2
1955730,17,2
1183212,17,3
2240250,17,2
1446105,17,3
562689,17,4
1408301,17,4
1503023,17,3
2338561,17,3
1560582,17,4
2628622,17,5
1278662,17,5
495609,17,2
841229,17,2
721577,17,3
2519675,17,2
706076,17,3
549747,17,2
2118461,17,3
1887178,17,3
865662,17,1
2447150,17,3
349501,17,3
1328748,17,3
2190401,17,4
1716770,17,3
1206927,17,4
1510107,17,3
1856158,17,2
564647,17,4
1659304,17,3
2476409,17,2
1684096,17,2
1100109,17,3
2473261,17,1
990491,17,3
1545107,17,3
1460750,17,4
1765801,17,4
1770299,17,1
1066475,17,2
2584555,17,5
2440538,17,2
298303,17,2
771858,17,4
1367040,17,2
2010848,17,2
763160,17,2
1035962,17,3
1600410,17,3
2290889,17,3
1997020,17,3
204101,17,3
504630,17,3
548226,17,4
844750,17,5
1563443,17,2
2466127,17,3
135229,17,3
101842,17,3
1923919,17,3
2234732,17,4
1190335,17,3
789449,17,3
119790,17,3
13462,17,3
1492203,17,3
745033,17,2
951329,17,4
1310831,17,2
516948,17,4
1734805,18,4
2297615,18,4
2314362,18,2
2042246,18,4
698478,18,5
573364,18,3
1209160,18,4
1929766,18,4
568620,18,4
264160,18,3
603277,18,2
1529918,18,4
203006,18,5
2537764,18,5
330334,18,4
26049,18,4
2439795,18,4
1286051,18,4
918897,18,4
16386,18,4
1348148,18,2
78014,18,5
546847,18,3
464031,18,5
759651,18,5
1809046,18,4
933168,18,5
1462841,18,4
2495038,18,4
1674600,18,4
2088403,18,5
916412,18,4
584152,18,4
2602282,18,5
1158715,18,4
1823259,18,2
917939,18,2
503493,18,5
1097970,18,2
2008116,18,3
309333,18,1
696010,18,3
1209954,18,5
1983493,18,3
1063429,18,4
79103,18,5
647216,18,4
1402224,18,3
1179894,18,4
420871,18,4
290951,18,5
2046091,18,3
1975103,18,3
1176800,18,3
1310699,18,4
980043,18,5
325759,18,4
1222421,18,4
372216,18,5
870979,18,5
459772,18,4
591768,18,4
1227602,18,2
2355624,18,3
1461365,18,5
1242367,18,1
467230,18,4
613875,18,5
549183,18,5
108871,18,4
1620201,18,4
2176431,18,3
2334054,18,3
1688897,18,3
1648435,18,3
1234398,18,4
1259168,18,5
1968788,18,5
882429,18,5
1760372,18,3
778615,18,3
2221050,18,4
1873377,18,3
671473,18,4
1155818,18,1
2231196,18,5
2044389,18,5
1947371,18,4
67769,18,3
1759886,18,4
1749925,18,4
799286,18,4
2244589,18,3
1261715,18,5
2224228,18,2
2192675,18,4
2389101,18,5
2086623,18,3
2281685,18,4
2039293,18,5
1444509,18,5
974823,18,3
622501,18,4
52137,18,4
2203976,18,4
609908,18,4
798730,18,5
1440666,18,3
2333987,18,3
2593882,18,3
2130480,18,2
1943753,18,4
1142880,18,3
363539,18,5
252061,18,3
96539,18,4
1298147,18,3
1698770,18,3
2298799,18,5
2187218,18,2
2509378,18,2
112082,18,4
1797825,18,4
1892264,18,4
1561238,18,3
1207170,18,2
2397626,18,5
1822751,18,3
2134956,18,4
882420,18,3
54405,18,4
311706,18,5
578311,18,4
1839661,18,4
1788245,18,2
1368446,18,4
2407007,18,5
1403686,18,3
211166,18,2
2549780,18,4
2508260,18,5
390067,18,3
2403539,18,4
1507017,18,3
565510,18,3
568501,18,4
2571459,18,5
325332,18,4
968813,18,2
1954340,18,4
2088930,18,4
1885993,18,4
1069902,18,4
411380,18,3
399376,18,2
391144,18,5
1116129,18,3
1730026,18,4
163205,18,4
664230,18,2
2177165,18,4
379411,18,1
1544425,18,3
601155,18,3
1357049,18,3
1338932,18,2
1704440,18,2
1134307,18,4
1939029,18,4
229950,18,3
1570291,18,4
1869011,18,4
1416480,18,2
2217779,18,2
410446,18,4
2045614,18,5
2600169,18,3
491066,18,5
689471,18,4
384710,18,4
2211298,18,5
221936,18,4
1850490,18,3
118445,18,4
2336079,18,3
1814637,18,3
2615679,18,2
2338727,18,3
755557,18,3
2494707,18,5
1228066,18,4
1304807,18,3
892151,18,5
1114552,18,3
2622098,18,3
1939582,18,3
2015740,18,4
1634325,18,4
2360796,18,3
2568955,18,3
2551589,18,3
2215021,18,3
36488,18,4
1609746,18,5
1803438,18,3
2253226,18,3
756743,18,5
1261744,18,4
488083,18,3
2339243,18,4
290360,18,3
12234,18,3
1655211,18,5
2234481,18,3
1168359,18,5
1057176,18,3
1806647,18,5
2081757,18,3
1734419,18,3
2166018,18,4
1190138,18,5
2298015,18,4
1830000,18,5
763193,18,3
482902,18,4
668304,18,4
1898118,18,4
2018010,18,4
1309382,18,5
538668,18,4
1548219,18,4
2108500,18,4
1055009,18,3
1973244,18,3
113256,18,3
659526,18,4
419684,18,5
973313,18,2
1767741,18,3
2418059,18,3
90463,18,4
9557,18,3
414790,18,4
2511941,18,3
1573289,18,4
2647302,18,4
15402,18,2
2536066,18,3
1427970,18,3
2205125,18,3
1468068,18,5
2214292,18,5
97613,18,3
519761,18,3
1008130,18,3
1047341,18,5
2051756,18,3
601334,18,4
2354125,18,4
2562130,18,5
1459527,18,3
1001105,18,5
616656,18,5
1442154,18,4
2355625,18,3
1459727,18,5
2048139,18,5
669541,18,4
1662735,18,2
521562,18,5
1065687,18,2
1233482,18,4
379787,18,4
